age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y
31,technician,single,6.0,no,no,cellular,8,1,230,4,0,nonexistent,0
45,services,married,2.0,yes,yes,cellular,8,1,157,3,0,nonexistent,0
37,technician,married,5.0,yes,no,cellular,8,1,393,3,0,nonexistent,0
32,technician,married,4.0,yes,no,cellular,8,1,111,4,0,nonexistent,0
30,admin.,married,6.0,yes,yes,cellular,8,1,84,9,0,nonexistent,0
32,technician,single,6.0,no,no,telephone,8,1,51,6,0,nonexistent,0
48,blue-collar,married,4.160934688394962,no,no,cellular,8,1,528,3,0,nonexistent,1
46,services,married,4.160934688394962,,,cellular,8,1,73,3,0,nonexistent,0
32,admin.,married,6.0,yes,yes,cellular,8,1,71,2,0,nonexistent,0
50,admin.,married,6.0,no,no,cellular,8,1,70,3,0,nonexistent,0
30,admin.,married,6.0,no,no,cellular,8,1,146,3,0,nonexistent,0
46,services,married,4.160934688394962,yes,no,cellular,8,1,151,5,0,nonexistent,0
47,blue-collar,married,1.0,no,no,cellular,8,1,74,2,0,nonexistent,0
33,technician,single,5.0,no,no,cellular,8,1,266,2,0,nonexistent,0
34,unemployed,married,6.0,yes,no,cellular,8,1,452,2,0,nonexistent,0
34,admin.,single,6.0,yes,no,cellular,8,1,347,3,0,nonexistent,0
30,admin.,married,6.0,yes,no,cellular,8,1,114,2,0,nonexistent,0
31,management,married,6.0,no,no,cellular,8,1,34,11,0,nonexistent,0
41,self-employed,married,6.0,yes,no,cellular,8,1,113,2,0,nonexistent,0
33,technician,single,5.0,yes,no,cellular,8,1,122,4,0,nonexistent,0
48,admin.,single,4.0,yes,no,cellular,8,1,48,5,0,nonexistent,0
54,admin.,divorced,6.0,yes,no,cellular,8,1,80,2,0,nonexistent,0
31,admin.,married,6.0,yes,no,cellular,8,1,104,2,0,nonexistent,0
47,admin.,married,6.0,no,yes,cellular,8,1,94,2,0,nonexistent,0
35,technician,married,5.0,yes,no,cellular,8,1,70,2,0,nonexistent,0
43,management,married,6.0,no,no,cellular,8,1,121,5,0,nonexistent,0
33,technician,single,5.0,no,no,cellular,8,1,145,3,0,nonexistent,0
32,admin.,single,6.0,yes,no,cellular,8,1,61,2,0,nonexistent,0
31,technician,single,6.0,yes,no,cellular,8,1,143,2,0,nonexistent,0
38,admin.,divorced,6.0,no,no,cellular,8,1,172,2,0,nonexistent,0
33,management,married,4.0,yes,no,telephone,8,1,71,3,0,nonexistent,0
35,admin.,married,6.0,no,no,cellular,8,1,45,3,0,nonexistent,0
36,admin.,married,4.0,no,no,cellular,8,1,91,2,0,nonexistent,0
31,admin.,married,6.0,yes,no,cellular,8,1,513,4,0,nonexistent,0
31,management,married,6.0,no,no,cellular,8,1,92,3,0,nonexistent,0
37,technician,married,5.0,yes,no,cellular,8,1,89,2,0,nonexistent,0
30,technician,single,6.0,yes,no,cellular,8,1,96,2,0,nonexistent,0
38,entrepreneur,single,6.0,no,no,cellular,8,1,115,2,0,nonexistent,0
46,blue-collar,married,2.0,yes,no,cellular,8,1,121,2,0,nonexistent,0
49,unemployed,married,4.0,yes,no,cellular,8,1,119,4,0,nonexistent,0
33,technician,single,5.0,no,no,cellular,8,1,176,2,0,nonexistent,0
36,self-employed,married,4.0,no,no,cellular,8,1,507,5,0,nonexistent,0
41,technician,married,4.0,no,no,cellular,8,1,69,3,0,nonexistent,0
32,technician,married,4.0,no,no,cellular,8,1,98,3,0,nonexistent,0
39,services,married,4.0,no,no,cellular,8,1,195,2,0,nonexistent,0
45,technician,divorced,6.0,no,no,cellular,8,1,104,2,0,nonexistent,0
32,admin.,single,6.0,no,no,cellular,8,1,515,3,0,nonexistent,0
36,admin.,married,6.0,no,no,cellular,8,1,86,4,0,nonexistent,0
38,admin.,single,6.0,yes,no,cellular,8,1,40,2,0,nonexistent,0
35,admin.,single,6.0,yes,yes,cellular,8,1,100,3,0,nonexistent,0
34,admin.,single,6.0,no,yes,cellular,8,1,27,12,0,nonexistent,0
33,technician,single,5.0,no,no,cellular,8,1,97,3,0,nonexistent,0
50,admin.,married,6.0,yes,no,cellular,8,1,166,2,0,nonexistent,0
49,services,married,1.0,no,no,cellular,8,1,309,2,0,nonexistent,1
50,services,married,3.0,yes,no,cellular,8,1,113,2,0,nonexistent,0
37,technician,married,6.0,no,no,cellular,8,1,124,2,0,nonexistent,0
35,technician,married,5.0,yes,no,cellular,8,1,207,3,0,nonexistent,0
35,technician,married,5.0,yes,no,cellular,8,1,90,3,0,nonexistent,0
40,technician,married,5.0,yes,no,cellular,8,1,100,2,0,nonexistent,0
38,technician,married,6.0,no,no,cellular,8,1,219,2,0,nonexistent,0
33,technician,single,4.0,no,no,cellular,8,1,129,2,0,nonexistent,0
29,admin.,married,4.0,no,no,cellular,8,1,128,2,0,nonexistent,0
30,self-employed,single,6.0,yes,no,cellular,8,1,75,4,0,nonexistent,0
38,technician,divorced,6.0,yes,no,cellular,8,1,67,2,0,nonexistent,0
46,services,married,4.160934688394962,yes,no,cellular,8,1,111,2,0,nonexistent,0
52,housemaid,married,1.0,no,no,cellular,8,1,498,2,0,nonexistent,0
31,management,married,6.0,yes,yes,cellular,8,1,203,2,0,nonexistent,0
31,admin.,single,6.0,yes,no,cellular,8,1,96,7,0,nonexistent,0
34,admin.,divorced,6.0,yes,no,cellular,8,1,111,4,0,nonexistent,0
42,technician,married,5.0,yes,yes,cellular,8,1,245,7,0,nonexistent,0
52,housemaid,married,1.0,no,no,cellular,8,1,585,2,0,nonexistent,0
33,admin.,married,6.0,yes,no,cellular,8,1,140,7,0,nonexistent,0
44,admin.,divorced,6.0,yes,no,cellular,8,1,240,2,0,nonexistent,0
41,admin.,married,6.0,yes,no,cellular,8,1,235,2,0,nonexistent,0
34,admin.,married,6.0,yes,no,cellular,8,1,98,4,0,nonexistent,0
39,technician,single,5.0,yes,no,cellular,8,1,129,2,0,nonexistent,0
33,admin.,married,6.0,yes,no,cellular,8,1,315,2,0,nonexistent,0
36,admin.,married,6.0,yes,no,cellular,8,1,147,5,0,nonexistent,0
43,technician,married,6.0,yes,no,cellular,8,1,134,4,0,nonexistent,0
45,technician,married,5.0,yes,no,cellular,8,1,95,4,0,nonexistent,0
48,blue-collar,married,4.160934688394962,no,no,telephone,8,1,63,1,0,nonexistent,0
38,admin.,married,6.0,no,no,cellular,8,1,431,4,0,nonexistent,0
29,technician,single,4.0,yes,no,cellular,8,1,29,2,0,nonexistent,0
52,housemaid,married,1.0,yes,no,cellular,8,1,197,2,0,nonexistent,0
41,self-employed,married,6.0,yes,yes,cellular,8,1,93,1,0,nonexistent,0
41,technician,married,4.0,no,no,cellular,8,1,697,2,0,nonexistent,1
36,technician,married,5.0,no,no,cellular,8,1,168,1,0,nonexistent,0
36,admin.,divorced,6.0,yes,no,cellular,8,1,280,1,0,nonexistent,0
35,technician,married,5.0,no,no,cellular,8,1,80,1,0,nonexistent,0
35,technician,married,5.0,yes,no,telephone,8,1,209,1,0,nonexistent,0
35,admin.,single,6.0,yes,yes,cellular,8,1,201,1,0,nonexistent,0
32,management,married,6.0,no,no,cellular,8,1,119,4,0,nonexistent,0
35,admin.,single,6.0,no,no,cellular,8,1,306,1,0,nonexistent,0
50,services,married,2.0,no,no,telephone,8,1,161,1,0,nonexistent,0
29,admin.,married,4.0,yes,yes,cellular,8,1,36,3,0,nonexistent,0
35,admin.,married,6.0,no,no,telephone,8,1,29,1,0,nonexistent,0
42,technician,married,5.0,no,no,telephone,8,1,79,1,0,nonexistent,0
35,technician,married,5.0,no,no,cellular,8,1,192,1,0,nonexistent,0
34,admin.,married,6.0,no,no,telephone,8,1,199,1,0,nonexistent,0
31,technician,single,6.0,yes,no,cellular,8,1,144,1,0,nonexistent,0
33,admin.,married,6.0,yes,no,cellular,8,1,702,1,0,nonexistent,0
33,unemployed,divorced,5.0,yes,no,telephone,8,1,331,1,0,nonexistent,0
35,housemaid,single,5.0,yes,yes,cellular,8,1,111,1,0,nonexistent,0
47,admin.,married,6.0,no,yes,cellular,8,1,471,1,0,nonexistent,0
30,admin.,married,6.0,yes,no,cellular,8,1,142,2,0,nonexistent,0
36,admin.,divorced,6.0,yes,no,cellular,8,1,58,2,0,nonexistent,0
50,blue-collar,married,3.0,yes,yes,cellular,8,1,68,3,0,nonexistent,0
44,blue-collar,married,1.0,yes,no,cellular,8,1,79,1,0,nonexistent,0
38,technician,divorced,6.0,no,no,cellular,8,1,102,5,0,nonexistent,0
34,admin.,married,6.0,yes,yes,cellular,8,1,87,3,0,nonexistent,0
33,management,married,6.0,yes,yes,cellular,8,1,128,1,0,nonexistent,0
36,self-employed,married,4.0,yes,no,cellular,8,1,114,1,0,nonexistent,0
40,technician,married,5.0,no,no,cellular,8,1,170,3,0,nonexistent,0
36,self-employed,married,4.0,yes,no,cellular,8,1,101,1,0,nonexistent,0
31,technician,single,5.0,yes,no,cellular,8,1,263,2,0,nonexistent,0
41,technician,married,5.0,yes,yes,cellular,8,1,80,3,0,nonexistent,0
31,admin.,single,4.0,no,no,cellular,8,1,52,2,0,nonexistent,0
30,technician,married,5.0,yes,no,cellular,8,1,254,4,0,nonexistent,0
59,technician,married,5.0,yes,no,cellular,8,1,571,1,0,nonexistent,0
41,self-employed,married,6.0,no,no,cellular,8,1,173,2,0,nonexistent,0
32,admin.,married,6.0,yes,no,cellular,8,1,150,1,0,nonexistent,0
37,admin.,married,5.0,yes,yes,cellular,8,1,70,1,0,nonexistent,0
51,admin.,married,6.0,yes,no,cellular,8,1,204,5,0,nonexistent,0
32,admin.,married,6.0,yes,no,cellular,8,1,130,1,0,nonexistent,0
30,technician,single,5.0,yes,no,cellular,8,1,191,1,0,nonexistent,0
42,technician,married,6.0,yes,no,cellular,8,1,147,1,0,nonexistent,0
38,admin.,married,6.0,no,no,cellular,8,1,65,4,0,nonexistent,0
44,blue-collar,married,1.0,yes,no,cellular,8,1,781,1,0,nonexistent,0
30,technician,single,5.0,yes,yes,cellular,8,1,74,2,0,nonexistent,0
40,technician,married,5.0,no,no,cellular,8,1,80,7,0,nonexistent,0
50,blue-collar,married,3.0,no,no,cellular,8,1,66,2,0,nonexistent,0
52,admin.,divorced,6.0,no,no,cellular,8,1,91,2,0,nonexistent,0
38,technician,married,6.0,no,no,telephone,8,1,280,10,0,nonexistent,0
54,blue-collar,married,3.0,yes,no,cellular,8,1,956,1,0,nonexistent,1
48,blue-collar,married,4.160934688394962,yes,no,cellular,8,1,346,3,0,nonexistent,0
41,technician,married,4.0,yes,yes,telephone,8,1,212,1,0,nonexistent,0
54,blue-collar,married,3.0,yes,no,cellular,8,1,143,2,0,nonexistent,0
31,admin.,single,4.0,no,no,cellular,8,1,93,2,0,nonexistent,0
36,technician,single,4.0,no,no,cellular,8,1,65,2,0,nonexistent,0
34,admin.,single,6.0,no,yes,cellular,8,1,103,3,0,nonexistent,0
53,retired,divorced,5.0,no,no,cellular,8,1,119,3,0,nonexistent,0
42,technician,married,5.0,no,no,cellular,8,1,271,4,0,nonexistent,0
42,technician,married,5.0,yes,yes,cellular,8,1,223,2,0,nonexistent,0
55,technician,married,5.0,yes,yes,cellular,8,1,199,4,0,nonexistent,0
34,admin.,single,6.0,no,no,cellular,8,1,1126,3,0,nonexistent,0
30,admin.,married,6.0,no,no,cellular,8,1,514,7,0,nonexistent,0
47,admin.,married,6.0,yes,no,cellular,8,1,75,1,0,nonexistent,0
37,admin.,married,5.0,no,no,cellular,8,1,392,1,0,nonexistent,0
33,unemployed,divorced,5.0,yes,no,cellular,8,1,150,2,0,nonexistent,0
33,unemployed,divorced,5.0,yes,no,cellular,8,1,151,2,0,nonexistent,0
31,self-employed,single,5.0,yes,no,cellular,8,1,215,3,0,nonexistent,0
35,admin.,single,6.0,yes,no,cellular,8,1,547,6,0,nonexistent,0
45,technician,divorced,6.0,yes,no,cellular,8,1,100,1,0,nonexistent,0
31,management,married,6.0,yes,yes,cellular,8,1,85,1,0,nonexistent,0
30,admin.,married,6.0,no,no,cellular,8,1,180,1,0,nonexistent,0
30,technician,single,6.0,yes,no,cellular,8,1,86,1,0,nonexistent,0
31,technician,married,5.0,no,no,cellular,8,1,22,1,0,nonexistent,0
41,technician,married,5.0,yes,no,cellular,8,1,75,1,0,nonexistent,0
36,admin.,single,6.0,yes,yes,cellular,8,1,134,1,0,nonexistent,0
53,retired,divorced,5.0,,,cellular,8,1,82,2,0,nonexistent,0
41,technician,married,5.0,yes,no,cellular,8,1,984,1,0,nonexistent,0
50,services,married,3.0,yes,yes,cellular,8,1,256,3,0,nonexistent,0
31,technician,single,6.0,no,no,cellular,8,1,249,3,0,nonexistent,0
34,technician,married,4.0,yes,no,cellular,8,1,48,5,0,nonexistent,0
30,technician,single,6.0,no,no,cellular,8,1,62,3,0,nonexistent,0
54,management,married,4.0,no,no,cellular,8,1,725,4,0,nonexistent,0
47,admin.,married,6.0,no,no,cellular,8,1,384,6,0,nonexistent,1
41,self-employed,married,6.0,yes,yes,cellular,8,1,377,5,0,nonexistent,0
38,admin.,single,6.0,yes,no,cellular,8,1,417,5,0,nonexistent,0
29,technician,single,4.0,yes,no,cellular,8,1,201,2,0,nonexistent,0
54,management,married,6.0,yes,no,cellular,8,1,261,4,0,nonexistent,0
29,housemaid,married,6.0,yes,no,cellular,8,1,155,2,0,nonexistent,0
32,admin.,single,6.0,yes,yes,cellular,8,1,128,2,0,nonexistent,0
34,admin.,single,6.0,yes,no,cellular,8,1,103,4,0,nonexistent,0
42,management,married,6.0,yes,no,cellular,8,1,178,2,0,nonexistent,0
48,blue-collar,married,4.160934688394962,yes,no,cellular,8,1,16,10,0,nonexistent,0
41,self-employed,married,6.0,no,no,cellular,8,1,135,3,0,nonexistent,0
31,technician,single,5.0,,,cellular,8,1,202,7,0,nonexistent,0
30,admin.,single,6.0,no,no,cellular,8,1,37,2,0,nonexistent,0
52,housemaid,married,1.0,no,no,cellular,8,1,149,3,0,nonexistent,0
31,admin.,married,6.0,no,yes,cellular,8,1,35,10,0,nonexistent,0
35,admin.,married,6.0,no,no,cellular,8,1,1364,2,0,nonexistent,0
49,blue-collar,married,4.0,yes,yes,cellular,8,1,166,6,0,nonexistent,0
30,admin.,married,6.0,yes,no,cellular,8,1,286,3,0,nonexistent,0
55,blue-collar,married,1.0,yes,yes,cellular,8,1,213,3,0,nonexistent,0
42,admin.,divorced,6.0,yes,no,cellular,8,1,59,3,0,nonexistent,0
31,admin.,single,6.0,yes,yes,cellular,8,1,207,4,0,nonexistent,0
32,technician,married,4.0,yes,no,cellular,8,1,73,6,0,nonexistent,0
37,technician,single,6.0,no,yes,cellular,8,1,1559,5,0,nonexistent,0
49,admin.,married,4.0,yes,no,cellular,8,1,194,2,0,nonexistent,1
49,,married,4.0,no,no,cellular,8,1,192,6,0,nonexistent,0
40,technician,married,4.0,no,no,cellular,8,1,304,3,0,nonexistent,0
37,admin.,single,6.0,no,yes,cellular,8,1,89,6,0,nonexistent,0
45,admin.,married,4.0,yes,yes,cellular,8,1,124,3,0,nonexistent,0
31,technician,married,5.0,yes,yes,cellular,8,1,67,2,0,nonexistent,0
33,admin.,single,6.0,yes,yes,cellular,8,1,174,4,0,nonexistent,0
45,admin.,married,4.0,no,no,cellular,8,1,457,8,0,nonexistent,0
53,technician,married,6.0,yes,yes,cellular,8,1,405,11,0,nonexistent,0
55,blue-collar,married,1.0,no,no,cellular,8,1,350,4,0,nonexistent,0
30,admin.,single,6.0,no,no,cellular,8,1,123,4,0,nonexistent,0
37,admin.,married,6.0,yes,no,cellular,8,1,395,3,0,nonexistent,0
44,blue-collar,married,3.0,yes,no,cellular,8,1,312,3,0,nonexistent,0
44,services,married,1.0,yes,no,cellular,8,1,779,7,0,nonexistent,0
45,admin.,married,6.0,yes,no,cellular,8,1,92,12,0,nonexistent,0
30,admin.,single,6.0,yes,no,cellular,8,1,374,12,0,nonexistent,0
42,admin.,married,4.0,yes,no,cellular,8,1,76,4,0,nonexistent,0
34,technician,single,4.0,yes,no,cellular,8,1,119,3,0,nonexistent,0
38,technician,married,5.0,no,no,cellular,8,1,296,2,0,nonexistent,0
50,blue-collar,married,1.0,yes,no,cellular,8,1,193,5,0,nonexistent,0
32,technician,single,5.0,yes,no,cellular,8,1,87,5,0,nonexistent,0
48,entrepreneur,married,3.0,yes,no,cellular,8,1,243,7,0,nonexistent,0
41,technician,divorced,6.0,yes,no,cellular,8,1,835,4,0,nonexistent,0
35,admin.,single,6.0,no,no,cellular,8,1,724,12,0,nonexistent,1
50,blue-collar,married,1.0,no,no,cellular,8,1,159,5,0,nonexistent,0
38,technician,divorced,4.0,no,no,cellular,8,1,445,2,0,nonexistent,0
30,technician,single,5.0,yes,no,cellular,8,1,244,2,0,nonexistent,0
33,admin.,single,6.0,no,no,cellular,8,1,212,10,0,nonexistent,0
29,admin.,single,6.0,no,yes,cellular,8,1,119,6,0,nonexistent,0
35,technician,single,6.0,yes,yes,cellular,8,1,176,3,0,nonexistent,0
48,technician,married,4.0,yes,no,cellular,8,1,241,4,0,nonexistent,0
31,technician,married,6.0,yes,no,cellular,8,1,314,3,0,nonexistent,0
44,management,married,6.0,yes,no,cellular,8,1,96,5,0,nonexistent,0
48,technician,married,5.0,no,no,cellular,8,1,43,3,0,nonexistent,0
43,self-employed,married,6.0,yes,yes,cellular,8,1,127,3,0,nonexistent,0
47,blue-collar,married,1.0,yes,no,cellular,8,1,729,4,0,nonexistent,0
33,technician,single,5.0,no,yes,cellular,8,1,285,5,0,nonexistent,0
31,technician,married,4.160934688394962,no,no,cellular,8,1,393,3,0,nonexistent,0
33,technician,married,6.0,yes,no,cellular,8,1,153,7,0,nonexistent,0
35,technician,married,5.0,yes,no,cellular,8,1,189,5,0,nonexistent,0
35,admin.,single,6.0,yes,no,cellular,8,1,129,4,0,nonexistent,0
32,technician,single,6.0,no,no,cellular,8,1,195,7,0,nonexistent,0
49,blue-collar,married,3.0,no,no,cellular,8,1,199,5,0,nonexistent,0
49,technician,married,4.0,no,no,cellular,8,1,298,6,0,nonexistent,0
45,technician,divorced,6.0,no,no,cellular,8,1,43,3,0,nonexistent,0
48,services,married,4.0,yes,yes,cellular,8,1,273,3,0,nonexistent,0
30,technician,married,5.0,no,no,cellular,8,1,37,2,0,nonexistent,0
53,self-employed,married,6.0,yes,no,cellular,8,1,693,6,0,nonexistent,0
52,services,married,4.0,yes,no,telephone,8,1,575,2,0,nonexistent,0
33,admin.,single,6.0,yes,no,cellular,8,2,99,6,0,nonexistent,0
33,admin.,single,6.0,no,no,cellular,8,2,247,9,0,nonexistent,0
31,admin.,divorced,6.0,no,no,cellular,8,2,139,2,0,nonexistent,0
27,admin.,married,6.0,no,no,cellular,8,2,97,4,0,nonexistent,0
41,admin.,married,6.0,no,no,cellular,8,2,151,5,0,nonexistent,0
31,admin.,single,6.0,no,no,cellular,8,2,192,4,0,nonexistent,0
34,technician,single,5.0,yes,no,cellular,8,2,120,9,0,nonexistent,0
52,services,married,4.0,yes,no,cellular,8,2,607,5,0,nonexistent,0
44,blue-collar,married,2.0,no,no,cellular,8,2,141,2,0,nonexistent,0
31,admin.,single,6.0,no,no,cellular,8,2,116,6,0,nonexistent,0
35,admin.,single,6.0,no,no,cellular,8,2,102,1,0,nonexistent,0
35,admin.,single,6.0,no,no,cellular,8,2,58,1,0,nonexistent,0
37,management,married,6.0,no,no,cellular,8,2,208,1,0,nonexistent,0
40,technician,single,6.0,no,no,cellular,8,2,203,1,0,nonexistent,0
40,technician,single,6.0,yes,no,cellular,8,2,173,1,0,nonexistent,0
35,admin.,single,6.0,no,no,cellular,8,2,122,1,0,nonexistent,0
40,technician,single,6.0,yes,no,cellular,8,2,286,1,0,nonexistent,0
58,,married,1.0,yes,no,cellular,8,2,645,10,0,nonexistent,1
44,blue-collar,married,2.0,no,yes,cellular,8,2,177,5,0,nonexistent,0
37,technician,married,6.0,yes,no,cellular,8,2,158,1,0,nonexistent,0
31,admin.,single,6.0,yes,no,cellular,8,2,83,1,0,nonexistent,0
33,admin.,single,6.0,yes,no,cellular,8,2,125,2,0,nonexistent,0
31,admin.,single,6.0,yes,no,cellular,8,2,112,1,0,nonexistent,0
31,admin.,single,6.0,yes,no,cellular,8,2,64,1,0,nonexistent,0
31,technician,single,5.0,yes,no,cellular,8,2,74,1,0,nonexistent,0
49,,married,4.0,yes,no,cellular,8,2,54,1,0,nonexistent,0
35,entrepreneur,divorced,5.0,no,no,cellular,8,2,255,1,0,nonexistent,0
46,blue-collar,married,2.0,yes,yes,cellular,8,2,133,12,0,nonexistent,0
45,admin.,married,6.0,yes,no,cellular,8,2,245,1,0,nonexistent,0
31,admin.,divorced,6.0,yes,yes,cellular,8,2,134,1,0,nonexistent,0
32,technician,married,6.0,no,no,cellular,8,2,56,5,0,nonexistent,0
44,blue-collar,married,3.0,no,no,cellular,8,2,787,1,0,nonexistent,0
31,admin.,divorced,6.0,yes,no,cellular,8,2,269,1,0,nonexistent,0
34,admin.,married,6.0,yes,no,cellular,8,2,87,1,0,nonexistent,0
36,technician,single,4.0,yes,no,cellular,8,2,124,1,0,nonexistent,0
36,technician,single,4.0,no,no,cellular,8,2,78,1,0,nonexistent,0
31,technician,single,5.0,yes,no,cellular,8,2,162,1,0,nonexistent,0
37,admin.,married,6.0,no,yes,cellular,8,2,118,1,0,nonexistent,0
49,self-employed,married,5.0,no,no,cellular,8,2,432,9,0,nonexistent,0
56,retired,married,6.0,no,no,cellular,8,2,331,1,0,nonexistent,0
54,technician,married,5.0,no,no,cellular,8,2,87,1,0,nonexistent,0
54,technician,married,5.0,yes,no,cellular,8,2,70,1,0,nonexistent,0
54,technician,married,5.0,no,no,cellular,8,2,222,1,0,nonexistent,0
54,technician,married,5.0,no,no,cellular,8,2,213,1,0,nonexistent,0
54,technician,married,5.0,no,no,cellular,8,2,166,1,0,nonexistent,0
29,admin.,single,6.0,no,no,cellular,8,2,103,4,0,nonexistent,0
33,admin.,divorced,6.0,yes,no,cellular,8,2,55,2,0,nonexistent,0
42,management,married,4.0,yes,no,cellular,8,2,173,1,0,nonexistent,0
32,technician,married,5.0,no,no,cellular,8,2,215,1,0,nonexistent,0
39,admin.,single,6.0,yes,no,cellular,8,2,104,1,0,nonexistent,0
36,admin.,married,6.0,yes,no,cellular,8,2,361,4,0,nonexistent,0
31,admin.,married,6.0,yes,no,telephone,8,2,223,4,0,nonexistent,0
46,technician,married,5.0,no,no,cellular,8,2,235,2,0,nonexistent,0
59,blue-collar,married,1.0,yes,no,cellular,8,2,96,1,0,nonexistent,0
33,admin.,married,4.0,no,no,cellular,8,2,210,1,0,nonexistent,0
52,self-employed,married,6.0,no,no,cellular,8,2,276,1,0,nonexistent,0
42,management,married,4.0,yes,no,cellular,8,2,671,1,0,nonexistent,0
48,management,married,6.0,no,no,cellular,8,2,156,1,0,nonexistent,0
48,management,married,6.0,yes,yes,cellular,8,2,83,1,0,nonexistent,0
48,management,married,6.0,yes,no,cellular,8,2,189,1,0,nonexistent,0
48,management,married,6.0,yes,yes,cellular,8,2,144,1,0,nonexistent,0
32,self-employed,single,5.0,,,cellular,8,2,151,7,0,nonexistent,0
31,technician,married,5.0,no,no,cellular,8,2,51,1,0,nonexistent,0
49,services,single,5.0,yes,no,cellular,8,2,161,3,0,nonexistent,0
31,technician,married,5.0,no,no,cellular,8,2,91,1,0,nonexistent,0
35,admin.,married,6.0,yes,no,cellular,8,2,344,2,0,nonexistent,0
31,technician,married,5.0,yes,no,cellular,8,2,284,1,0,nonexistent,0
32,technician,divorced,5.0,no,yes,cellular,8,2,75,1,0,nonexistent,0
31,technician,married,5.0,no,no,cellular,8,2,298,1,0,nonexistent,0
41,admin.,divorced,6.0,no,no,cellular,8,2,141,1,0,nonexistent,0
33,technician,single,6.0,no,no,cellular,8,2,134,6,0,nonexistent,0
52,self-employed,married,6.0,yes,no,cellular,8,2,295,1,0,nonexistent,0
37,admin.,married,6.0,yes,no,cellular,8,2,198,2,0,nonexistent,0
31,management,married,6.0,yes,yes,cellular,8,2,199,1,0,nonexistent,0
58,retired,married,4.160934688394962,no,yes,cellular,8,2,92,2,0,nonexistent,0
36,management,married,6.0,no,no,cellular,8,2,504,2,0,nonexistent,0
33,technician,single,6.0,yes,no,cellular,8,2,113,1,0,nonexistent,0
29,management,single,6.0,no,no,cellular,8,2,189,1,0,nonexistent,0
36,admin.,married,6.0,yes,no,cellular,8,2,121,2,0,nonexistent,0
29,management,single,6.0,no,yes,cellular,8,2,264,1,0,nonexistent,0
45,admin.,married,4.0,yes,no,cellular,8,2,1293,4,0,nonexistent,1
31,admin.,single,6.0,no,no,cellular,8,2,359,2,0,nonexistent,0
31,technician,single,5.0,yes,no,cellular,8,2,150,1,0,nonexistent,0
38,admin.,married,6.0,yes,no,cellular,8,2,74,1,0,nonexistent,0
44,services,married,1.0,yes,no,cellular,8,2,227,2,0,nonexistent,0
49,admin.,married,4.0,yes,no,cellular,8,2,129,8,0,nonexistent,0
32,technician,single,6.0,yes,no,cellular,8,2,125,10,0,nonexistent,0
50,admin.,divorced,6.0,no,no,cellular,8,2,323,4,0,nonexistent,0
45,,married,3.0,no,no,cellular,8,2,234,3,0,nonexistent,0
33,technician,single,5.0,yes,no,cellular,8,2,101,1,0,nonexistent,0
33,technician,single,5.0,no,no,cellular,8,2,193,1,0,nonexistent,0
32,admin.,divorced,6.0,no,no,cellular,8,2,128,6,0,nonexistent,0
36,admin.,single,6.0,no,no,cellular,8,2,260,1,0,nonexistent,0
54,housemaid,married,1.0,yes,no,cellular,8,2,133,2,0,nonexistent,0
31,technician,single,5.0,yes,no,cellular,8,2,242,1,0,nonexistent,0
33,technician,single,5.0,no,yes,cellular,8,2,501,1,0,nonexistent,0
34,admin.,married,6.0,no,no,cellular,8,2,109,1,0,nonexistent,0
44,technician,married,5.0,yes,no,cellular,8,2,339,1,0,nonexistent,0
30,technician,married,5.0,yes,no,cellular,8,2,149,1,0,nonexistent,0
34,technician,married,4.0,no,no,cellular,8,2,76,1,0,nonexistent,0
34,technician,married,4.0,no,no,cellular,8,2,256,1,0,nonexistent,0
34,technician,married,4.0,no,no,cellular,8,2,332,1,0,nonexistent,0
30,admin.,married,6.0,no,no,cellular,8,2,111,2,0,nonexistent,0
58,admin.,divorced,4.0,no,no,cellular,8,2,290,1,0,nonexistent,0
30,self-employed,single,6.0,no,no,cellular,8,2,58,1,0,nonexistent,0
32,admin.,single,6.0,no,no,cellular,8,2,80,3,0,nonexistent,0
32,technician,single,4.0,no,no,cellular,8,2,186,2,0,nonexistent,0
49,blue-collar,married,2.0,yes,no,cellular,8,2,195,4,0,nonexistent,0
54,self-employed,married,4.0,no,no,cellular,8,2,119,3,0,nonexistent,0
48,management,married,6.0,no,no,cellular,8,2,115,2,0,nonexistent,0
39,admin.,married,6.0,no,no,cellular,8,2,145,8,0,nonexistent,0
30,admin.,single,6.0,no,no,cellular,8,2,145,5,0,nonexistent,0
32,admin.,married,6.0,yes,no,cellular,8,2,126,3,0,nonexistent,0
33,admin.,married,6.0,no,no,cellular,8,2,100,1,0,nonexistent,0
46,blue-collar,married,2.0,yes,no,cellular,8,2,204,2,0,nonexistent,0
38,technician,married,6.0,yes,no,cellular,8,2,178,1,0,nonexistent,0
32,admin.,single,6.0,yes,no,cellular,8,2,202,1,0,nonexistent,0
47,housemaid,married,1.0,no,yes,cellular,8,2,41,1,0,nonexistent,0
36,technician,married,6.0,no,no,cellular,8,2,125,1,0,nonexistent,0
31,technician,married,5.0,no,no,telephone,8,2,225,2,0,nonexistent,0
55,technician,married,5.0,yes,no,cellular,8,2,160,2,0,nonexistent,0
36,technician,married,6.0,yes,no,cellular,8,2,139,1,0,nonexistent,0
47,blue-collar,married,3.0,yes,no,cellular,8,2,118,1,0,nonexistent,0
